,loss,accuracy,val_loss,val_accuracy
0,3.1436474323272705,0.5958333611488342,0.8550359010696411,0.7166666388511658
1,1.0973162651062012,0.6791666746139526,0.4330020546913147,0.8833333253860474
2,0.5023987293243408,0.8333333134651184,0.4346106946468353,0.800000011920929
3,0.4744238555431366,0.7958333492279053,0.2738873064517975,0.949999988079071
4,0.3322499692440033,0.862500011920929,0.25523436069488525,0.949999988079071
5,0.40054142475128174,0.862500011920929,0.3620302379131317,0.8666666746139526
6,0.3685815632343292,0.8166666626930237,1.1658416986465454,0.5666666626930237
7,0.3824385404586792,0.8458333611488342,0.3418647348880768,0.9333333373069763
8,0.6356645822525024,0.800000011920929,0.22405143082141876,0.9333333373069763
9,0.19714264571666718,0.9333333373069763,0.21983395516872406,0.9333333373069763
10,0.33580031991004944,0.8666666746139526,0.5399348735809326,0.8166666626930237
11,0.263966828584671,0.887499988079071,0.5436379909515381,0.8333333134651184
12,0.324579656124115,0.8666666746139526,0.2679188549518585,0.8833333253860474
13,0.2275731861591339,0.9166666865348816,0.2897661328315735,0.9333333373069763
14,0.12612701952457428,0.949999988079071,0.2512243390083313,0.949999988079071
15,0.3113008439540863,0.862500011920929,0.24325041472911835,0.9166666865348816
16,0.251131534576416,0.8999999761581421,0.22913260757923126,0.8999999761581421
17,0.1714048832654953,0.9375,0.31084099411964417,0.9333333373069763
18,0.21392720937728882,0.9375,0.22324681282043457,0.949999988079071
19,0.2749842405319214,0.8791666626930237,0.3644273579120636,0.9333333373069763
20,0.1605847030878067,0.925000011920929,0.44039076566696167,0.8999999761581421
21,0.14722728729248047,0.9541666507720947,0.3428376019001007,0.9333333373069763
