,loss,accuracy,val_loss,val_accuracy
0,0.7498114109039307,0.5833333134651184,0.500804603099823,0.8833333253860474
1,0.5752551555633545,0.7041666507720947,0.43799445033073425,0.8500000238418579
2,0.4641736149787903,0.8166666626930237,0.39039140939712524,0.8666666746139526
3,0.4559667706489563,0.7833333611488342,0.39848020672798157,0.8666666746139526
4,0.43119174242019653,0.7875000238418579,0.4782645106315613,0.7833333611488342
5,0.3912052810192108,0.7958333492279053,0.3493305742740631,0.8833333253860474
6,0.35102349519729614,0.8666666746139526,0.3369518518447876,0.8833333253860474
7,0.3747718632221222,0.8291666507720947,0.30545997619628906,0.8833333253860474
8,0.3239402174949646,0.8791666626930237,0.41473129391670227,0.8500000238418579
9,0.2991284132003784,0.887499988079071,0.35119399428367615,0.8666666746139526
10,0.3415296971797943,0.8583333492279053,0.3091702461242676,0.8833333253860474
11,0.26954352855682373,0.9041666388511658,0.42902010679244995,0.8500000238418579
12,0.28045931458473206,0.8833333253860474,0.28382962942123413,0.9166666865348816
13,0.27757829427719116,0.8999999761581421,0.2952673137187958,0.9166666865348816
14,0.2462865710258484,0.8833333253860474,0.41179582476615906,0.8666666746139526
15,0.26381176710128784,0.8833333253860474,0.3842758536338806,0.8666666746139526
16,0.2759341895580292,0.875,0.5758185982704163,0.75
17,0.2173910290002823,0.9333333373069763,0.28696563839912415,0.8833333253860474
18,0.2583588659763336,0.8791666626930237,0.45110031962394714,0.8333333134651184
19,0.2546709477901459,0.8999999761581421,0.36492830514907837,0.8833333253860474
20,0.22372528910636902,0.9041666388511658,0.32154321670532227,0.8833333253860474
21,0.21182256937026978,0.925000011920929,0.3751511871814728,0.8666666746139526
22,0.17881640791893005,0.9208333492279053,0.39844974875450134,0.8500000238418579
23,0.24016112089157104,0.9083333611488342,0.37572452425956726,0.8500000238418579
24,0.21842248737812042,0.9291666746139526,0.2820141911506653,0.8999999761581421
25,0.18055255711078644,0.9416666626930237,0.5501649379730225,0.7833333611488342
26,0.23319275677204132,0.9208333492279053,0.3198971748352051,0.8833333253860474
27,0.17773586511611938,0.9208333492279053,0.3444455862045288,0.8833333253860474
28,0.20350202918052673,0.9125000238418579,0.3983272612094879,0.8333333134651184
29,0.19341637194156647,0.925000011920929,0.3851064145565033,0.8666666746139526
30,0.19644232094287872,0.925000011920929,0.4033546447753906,0.8666666746139526
31,0.1802476942539215,0.925000011920929,0.4851457476615906,0.8166666626930237
32,0.2156992405653,0.9041666388511658,0.33244597911834717,0.8833333253860474
33,0.17722876369953156,0.9541666507720947,0.27179545164108276,0.9333333373069763
